benchmark_file,generated_at_utc,endpoint_name,p50_ms,p95_ms,p99_ms,error_rate_pct,throughput_rps,viability,p95_target_max,p99_target_max,error_target_max
latency_benchmark_20260315T000703Z.json,2026-03-15T00:07:03.383298+00:00,score_transaction,3.8020085012249183,7.492638305120637,8.552918861678334,100.0,694.06215599263,FAIL,250.0,500.0,1.0
latency_benchmark_20260315T000703Z.json,2026-03-15T00:07:03.383298+00:00,wallet_authorize_payment,4.775621000590036,8.384937602750142,9.000303522116154,100.0,756.059486015191,FAIL,250.0,500.0,1.0
