trial,objective,precision,recall,f1,fpr,approve_threshold,block_threshold,cap,fpr_le_target,precision_ge_target,policy_pass
34,0.3126574032595804,0.18960583402566233,0.3975996902826171,0.2567660478779924,0.061620422688444504,0.34758006272078723,0.7206842291315687,0.21865140486923884,False,False,False
231,0.31262776840063644,0.1897587577410112,0.397406116918312,0.25686581169846734,0.06152917476784423,0.28286597049537654,0.720871743754348,0.17999909946484466,False,False,False
71,0.3125691254490496,0.18985936343449297,0.397212543554007,0.25691749092274946,0.06145898405969018,0.3418620283873308,0.7208103196333144,0.4221958030999742,False,False,False
199,0.3119063420448327,0.19052503963443065,0.39547038327526135,0.2571590408458682,0.06092553467771936,0.22650062312998573,0.7202659403288585,0.4324823553799136,False,False,False
291,0.3102815556354805,0.195647931303669,0.3881145954316686,0.26015310756455173,0.05785820073138718,0.3648975892178047,0.7293390581274779,0.41939639098011333,False,False,False
297,0.3099958315619363,0.19038226730534422,0.39237320944638016,0.25637134003667866,0.06050439042879504,0.4172004222983884,0.7234654119206411,0.376469229334322,False,False,False
292,0.3097654203244154,0.1933653846153846,0.389276035617499,0.25838365668765256,0.05888298507043638,0.28768348793581966,0.7263217207172703,0.18662938211537392,False,False,False
338,0.3096783822232465,0.19212808539026016,0.3902439024390244,0.25748770675011173,0.05950066330219206,0.3981278773291906,0.7248689970160576,0.3169565525167741,False,False,False
38,0.309485660218618,0.19589954875416912,0.38656600851722805,0.26002604166666665,0.057535323473878526,0.2985314442945244,0.7291421422197336,0.2196836176986007,False,False,False
195,0.30948198576086,0.1956713348349819,0.3867595818815331,0.2598686349743123,0.05764762860692502,0.20499498105745317,0.7299920339884495,0.43446650090658473,False,False,False
25,0.3077635984422134,0.19683550602049954,0.38288811459543165,0.2600065724613868,0.05665092055113744,0.35865727935456576,0.7321708029133656,0.32162589052208734,False,False,False
303,0.3075608673651368,0.196444532724203,0.38288811459543165,0.2596652445027896,0.05679130196744555,0.25502539318635975,0.7331226200154335,0.2139058128597991,False,False,False
214,0.3066136962633861,0.1975469990952046,0.3803716608594657,0.2600410242837292,0.056026223248566355,0.4390468537634087,0.7341761240683079,0.2735054848261582,False,False,False
310,0.3060874899061373,0.1981179803703329,0.3790166473093302,0.26021662568941456,0.05562613621208824,0.2928755934566807,0.735242677639944,0.23853086823949526,False,False,False
285,0.30576026690339414,0.1979356405585914,0.3786295005807201,0.25996810207336524,0.05563315528290365,0.3886077985567451,0.7334423889755637,0.3107600518516085,False,False,False
146,0.3054079312343127,0.1983933292658125,0.37766163375919476,0.2601333333333333,0.055331335237841214,0.35576787589050884,0.7339808191024003,0.1873243383628335,False,False,False
186,0.30522399436284425,0.1984927181994093,0.3772744870305846,0.2601267934601268,0.05524008731724094,0.2061944687903992,0.7349114249475741,0.13563679715980753,False,False,False
